,_id,azienda,link,luogo,titolo
0,a_176c062cc9a6a797804c21e541279621,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Stage curricolare Sales Analyst
1,a_b6e4b1b085a30809373fe6edc18838f6,Difa Cooper S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",BUSINESS ANALYST
2,a_d1aea5ea5ef0794ba0055979842aad0c,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CATEGORIE PROTETTE - Business Analyst/Consultant
3,a_42dd69b095e34b78a89ab27193248008,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Flero, Brescia
",back office analyst
4,a_80fae76323cb3a0529602883846ce437,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",Business Analyst
5,a_db6c9031005a899cea326bb152ebaf4c,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Faenza, Ravenna
",business analyst
6,a_e40cbd1dda80b0b08999ea6e215b85a1,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Aml Analyst
7,a_b4d9a7750b14cbb5c07a612247302ce7,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Coriano, Rimini
",tirocinio data analyst
8,a_7fced1a44a600257dba13bf137d0efe1,Lovati & Associati,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",SALES ANALYST ITALIA - SETTORE FOOD - ALIMENTARE FRESCO
9,a_d29bbf4974543de46d1d024a7702b6a3,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior Data Analyst - Milano
10,a_dc29c8a724b695d2caae27839722a3b8,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",JUNIOR DATA ANALYST - MILANO
11,a_d68bb5fe3d2b885be8d28258ca325e46,Nextar,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Junior Data Analyst
12,a_521486eaf6289b5f38213d006117f3de,Intesa Sanpaolo,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",Risk Analyst - Stage
13,a_9b4436255560a2c83c034cbd9576f04c,Acciai Speciali Terni Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Terni
",Stage Data Analyst – Ufficio Acquisti
14,a_1241daab1cc7390838a99ab2b97eb0a2,Intesa Sanpaolo,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",Validazione Interna Analyst
15,a_f2792e02ca0f5d82bc392ae8fba43cef,MAW,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Udine
",BI ANALYST
16,a_c58174cba5567cafecd335ad981d7230,Esselunga,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Pioltello, Milano - Limito, Milano
",BUSINESS PROCESS REENGINEERING ANALYST
17,a_483a166394048c365a89f2472f1bbda4,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Senior Threat Intelligence Analyst
18,a_f63793ff196f39ecfe9bfba06105944d,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Grugliasco, Torino
",Automotive Sales Analyst
19,a_c485a7936df1334049c7f62df998caf3,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",IT Analyst
20,a_a3e6d8a68782a3d808caf99f48342e51,ASAP,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",SECURITY ANALYST - Consulenza IT
21,a_055e992467b085362f43f8ca74a3b1ab,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Foligno, Perugia
",SOFTWARE ANALYST .net
22,a_737f1cb169624ad11516edd92dd39989,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Abano Terme, Padova
",Internship Business Analyst
23,a_b5c501ba6864b7c442aa3d0698f645df,In Job,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Fiorenzuola d'Arda, Piacenza
",JUNIOR ANALYST/CONTROLLER
24,a_aac6bf7c28667e2e6a788f408412fb9f,Orienta,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",SENIOR FINANCIAL ANALYST
25,a_a4fdf4d55f9cce07f03469e23b96c917,Proconsul Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Senior Security Analyst
26,a_9a008b3dd1d6130fcc3eea1d58945512,Agilex,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",JUNIOR IT ANALYST
27,a_d66a43035c3861307affcda425a98957,PA Advanced Business Solutions,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Project Manager/Analyst – Product Owner
28,a_108f52d0aea42b8aff80b99226e77836,Avangarde Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",IT Business analyst
29,a_be0b8c683710101a02b8170b6ebe7605,Peoplelab S.r.l.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Web Analyst / Web Analytics Specialist (Jr)
30,a_02db962ac712938c87888d03d9bb1545,Formamentis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Napoli
",BUSINESS ANALYST ISCRITTO ALLA L. 68/99
31,a_656342ece9e15f5f28358a4cc6da5b3b,Avangarde Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Tableau Analyst consultant
32,a_61a5e2b4bc1017d562ebec816d6ecd19,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",BI Technical Analyst
33,a_1a4e244baa480cb5e2ad3da7a8901e7b,Cesop,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",SOC Security Analyst Consultant
34,a_240c39c73762aa0501c03f3f76eb7906,INDRA,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",NDRA – BIG DATA Analyst
35,a_e3818031616177a260a32877ad4d08b1,Carriere Italia,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Verona
",Controller Junior - Business Analyst rif. 6638
36,a_827a028f8c23adb256f73448ea0cbf64,Proconsul Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Security Analyst
37,a_da19c43eec09961cb578319c30678c27,Michael Page,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Lodi
",Sap Analyst
38,a_974ca0ba52cda83ca24f8681d41cb169,ISCS srls,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CYBER SECURITY ANALYST
39,a_5a4fe745f4230ac8136664b20e441837,ISCS srls,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CSOC Security Analyst
40,a_06da9a6dfe6ebdef1402c35d38dba105,ISCS srls,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Cyber Security Analyst
41,a_8cb917d1f8388a4a506cc21def1a4155,jomaservizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Java Analyst and Developer – Milano
42,a_623446c4dbd8528d07cab9b690fd7dee,CarusiHR & Co.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Grosseto
",Functional Analyst - Area IT Grosseto
43,a_8a7b0b8bbf4d58216986d36d6e80814d,CarusiHR & Co.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Verona
",Functional Analyst - Area IT Verona
44,a_93120e75b36d530d0aaa4385d7d4c00f,Orienta,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",SENIOR FINANCIAL ANALYST
45,a_69e9f9a472ace2731781362f0a45c8ef,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",UI/UX Analyst To
46,a_f7bc90044c6b8955121ec2259fd9ee8b,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Viareggio, Lucca
",Mobile Tester/Test Analyst
47,a_0f4bac1148a0586eefa7cdebfac88f51,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior - Business Analyst OT - Banking/Insurance
48,a_e6b46f44474c0a685a72c63f7d727970,JoConnect,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst Mi
49,a_8ac9e7b28f39493237f2cbf61c06ecb8,Reliable Level,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Senior Test Analyst Designer
50,a_9330ca09528e97f10eb975ffcfd4b2c1,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Cagliari
",Process Analyst
51,a_bb4f1f22ff3868ae51f08399820ac649,Dolmen Technology,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst (Area Gestione Patrimoniale)
52,a_eb3082ac0b44fdb7887d27547f11d4d8,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",1 Business Intelligence Analyst Milano
53,a_a32d4c974fa18676332c9d7a983337a0,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Corsico, Milano
",Junior Data Analyst
54,a_fbc0dfaffa6b231034f1715dced3578c,Dolmen Technology,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Tester Analyst (TELCO)
55,a_f6c1f69037d029f5bc606efdfb13ce62,Dolmen Technology,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Tester Analyst
56,a_4f1be2003349b2851061b99b3a0a4706,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Origgio, Varese
",QC Analyst- Origgio
57,a_d43a7bc1f7db01413066e0232efef1db,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Modena
",Junior CRM Analyst Modena
58,a_c09533eefc348f3a3261cfea52afbded,Proconsul Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Jr Business Analyst in Ambito IT
59,a_f32325b276e71ca5258248725c73b124,JoConnect,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",Data Analyst To
60,a_305a57222d6b6b03e533d3781d731d45,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",ANALYST BUSINESS INTELLIGENCE SAS Milano
61,a_b1c2b893d1ab93ed2862d06e396706e6,BeGear,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Digital Analyst
62,a_b161adda123ffc389b10a2fa1ce9668e,Joma Servizi S.r.l,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business and Functional Analyst IT_Milano
63,a_eb9b047734e3f8de3b5b785de553b0f6,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Modena
",SAP Analyst Modena
64,a_f2182ea3546604793bcb24ae2682156f,Reliable Level,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Cyber Security Analyst certificato URGENTE
65,a_b81b1a7806c824faf5444e45d352d3ae,G&P Servizi Informatici,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Technical Analyst Advanced
66,a_89bf6ad5375d3e82c28904c6bd9a48ac,JoConnect,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Technical Functional Analyst Rm
67,a_8e491be1660e0905ac87b863dc94cfd0,Edynet Informatica Globale Srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Genova
","PMO, BUSINESS ANALYST E ANALISTA FUNZIONALE/TESTER FUNZIONALE"
68,a_34322430efe44283a49873744342759f,Westhouse Italia Srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",Test Analyst Funzionale
69,a_9b52fd1632d1b5701daa7ada940fffaa,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Business Analyst junior Rm
70,a_c42812be6c4d4e129cbe303b3f8c28dc,Joma Servizi S.r.l,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Padova
",Junior Data Analyst ambito Telco Padova
71,a_b7d8488dd2cbfe2e326a5a49dae0045c,JPanik,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Java EE Senior Analyst / Developer
72,a_1e4e5a4f9ea6fcd7de5f619129101e9b,Hays,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Senior Software Analyst
73,a_83dcbaf75b94799c24f0dbebc74e7bb5,UNOSISTEMI,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",DWH ANALYST
74,a_1c0e993b9f47a481c39b60a0de5947f6,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Crespellano, Bologna
",Quality Analyst
75,a_e6b57142751411076441cbcc029be49f,JoConnect,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",2 Functional Analyst Enterprise Rm
76,a_aa8df51e94938d076a794496b682149c,Joma Servizi S.r.l,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Java Analyst and Developer
77,a_83311c6f8c9a55eabae799706ac731f2,JoConnect,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",JR Analyst Area Order Management e CRM Mi
78,a_e7ebdea65635adf498f643494a0f221d,JPanik,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Java / J2EE Analyst / Developer
79,a_5fc1607b907bf8b30aba26e3b36d099f,Reliable Level,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Cyber Security Analyst URGENTE
80,a_85ff15d99403240f5de323865178cac0,Dolmen Technology,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analyst Programmer PL/SQL Data Warehousing
81,a_cfab5c4e6a8a36956ddf20a04d3a9063,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Foligno, Perugia
",SOFTWARE ANALYST
82,a_f45e59fbc2d2449adf008990ec298ac1,VJOB Italia,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bari
",Sr DotNET Developer & Analyst Rif.VJ_496
83,a_b4f186f3c2afa82a0ad587e7ce05cdf5,VJOB Italia,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Sr. SAP Analyst Rif.VJ_399
84,a_e9078abd4ede4442c210f84ae8b7f9a2,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst Milano
85,a_0f944b2e074a0f6a1379b8d02e5f8638,movisystem,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",RICERCA FIGURE TEST ANALYST
86,a_b388c5430092ac0c251480d6c23072f4,G&P Servizi Informatici,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst
87,a_da607caa3561bf45ccf53e93081461b4,Mediamatch,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Content Analyst
88,a_b3397e201ce91cd273fd7b9999869d41,ItCube consulting S.r.L.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
","Milano data analyst, developer"
89,a_6d91ab62fe2395fcfdc7c6b834b813ac,People Lab,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Analyst / Analista Funzionale
90,a_f2c370ce42430c7641cf59e48c3cb12f,G&P Servizi Informatici,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",TECHNICAL ANALYST ADVANCED JAVA
91,a_a5f8ca400f3d9284ef2f1a27d2de7593,ITCube Consulting srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Data analyst developer .net c# (rif7935294)
92,a_136beb8b2acdf5fd4a7341f5672f25aa,G&P Servizi Informatici,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Rif.01_171010_60 – Test Analyst\Tester
93,a_2cbebb5ba03cb649e5185cccf9fdfe01,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lombardia
",NET Analyst Programmer
94,a_3300a5cfdc3068d7d6c07409fe91afc1,In Job,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Verona
",ANALYST DEVELOPER
95,a_defabc266c887d1cd32244f52b0484bd,joma servizi s.r.l.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Modena - Milano
",INFOR ION Analyst and Developer Modena-Milano
96,a_d753a0d89e94dd3c728dc4d32ccfab35,elidea studio psicologi associati,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma - Milano
",Business Analyst e Senior Consultant (provenienza Big 4)
97,a_48f4dad4b9dbf1bdac1c1cdd99aac222,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",SALES ANALYST ITALIA - SETTORE FOOD - ALIMENTARE FRESCO
98,a_14d3cf2c20cbd037561dca071183961e,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior - Business Analyst OT - Banking/Insurance
99,a_4dbd0e6a588366974d7758182d0410a1,Estée Lauder,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Stage Retail Sales Analyst
100,a_9f874c2e1ff7d4d8ac588f350dc7045f,S&You,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Ancarano, Teramo
",Finance Planning & Data Analyst
101,a_2cb03c5272b9e8f34f0b85f201b932dc,Intesa Sanpaolo,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Senior Quantitative Analyst
102,a_98a220ebbf415eec6992d5b89447e5b7,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Stage Retail Sales Analyst
103,a_f40e1968c7f9722cef8691f46468ef2f,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CATEGORIE PROTETTE - Business Analyst
104,a_ca8a12da62e8e04c1a3740331a6d8289,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Sales Data Analyst - Immediatamente disponibile
105,a_1d2ac116b9e9398d2ec0b616ed6b2092,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",NET Analyst Programmer
106,a_4899a9aac04582311be5fdba72a633db,Enel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",Senior Analyst
107,a_99164a6d70119c021a859db74c9a0594,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",NET Analyst Programmer
108,a_6a6d9fad7fd15b6e4b13654ddfef7ca1,In Job,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Verona
",Analyst developer
109,a_873ed761a740bc3fd0795c531dad9d06,In Job,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Fiorenzuola d'Arda, Piacenza
",Junior analyst/controller
110,a_f03cc5bdadb89112bf433a0521e5dfd0,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Origgio, Varese
",QC Analyst- Origgio
111,a_d04a773ede1ae16391a9080b1a5259e4,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Terranuova Bracciolini, Arezzo
",Procurement & Logistics Analyst
112,a_833fa18065c076493d6f9b88ddb2ad7b,AXCENT,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",Data Analyst Bologna - T23A9073
113,a_64528bc45fc9a1fa25723df32f1a0f42,AXCENT,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Data Analyst Milano - T23A9074
114,a_26e6db2b38d285422259e20294fc40ad,Allinance srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business analyst progetti IT
115,a_7850cd8090a1950f8d0e520a54eb38d3,Joma Servizi S.r.l.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Senior Analyst in ambito Signalling
116,a_daa0ca8e3bf3942ac008eb7f20107455,Joconnect Srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",2 Functional Analyst – ROMA
117,a_a84e40ef0643df7138610577e54268c8,Peoplelab S.r.l.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Data Scientist Developer / Big Data Analyst
118,a_ee750605c5d59e02e4c3c7551a498c95,Cesop,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Brescia
",Business Intelligence Analyst
119,a_daa403ecd465e18258984ae6260d9883,Avangarde Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Data Migration Business Analyst
120,a_8781adde7dec065c3384127c0fe819a9,Avangarde Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Business Analyst ambito SAS
121,a_245f6e9e107a832857ffad9ae9c848a6,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",BI Technical Analyst
122,a_6fedfcb6c6430e78e782cea0217fc0f7,Bridge Consulting s.r.l.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Firenze
",SAP BO ANALYST
123,a_4df4a469764cb90e998d4901303e31b1,jomaservizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Java Analyst and Developer – Milano
124,a_f99abbda25491b08ffd823030a071165,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Modena
",Business Analyst Automotive MO
125,a_ffe94da2bb6dfa73c52ca95af3b0add9,Experis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",Business Analyst
126,a_1468edec0378259028ae0e3357c864ea,Umana,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Foligno, Perugia
",SOFTWARE ANALYST
127,a_dcfe031ad4d23211d2f3288dfa231116,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Perugia
",Software Analyst
128,a_74fa0ff82ad92b070b65448bb668e106,Blu Brick Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",TEST ANALYST
129,a_6aa5d48070f435ee54c1c40563bea9c7,Avangarde Consulting S.r.l.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Data Analyst
130,a_3d1c19172cebdd9348d251bfb4e95be1,Openjobmetis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lodi
",Business Analyst
131,a_11b0fe42ad9b6f00a543b438d35595c2,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Arezzo
",Procurement e Logistics Analyst
132,a_faa5941b36973124258979299b2b05de,S&YOU - AL CUORE DEI VOSTRI PROGETTI,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Teramo
",Finance Planning & Data Analyst
133,a_e7cecae8423ce041d32cf2ee208dac2a,Proxima Informatica,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Power BI Analyst Milano
134,a_9c8ebc158481731d662f0706f06b86fa,Umana,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Foligno, Perugia
",SOFTWARE ANALYST
135,a_bb385fcf064608e3710d124dfecd94c7,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Vimercate, Monza Brianza
",Jr credit analyst
136,a_f51620debd94eaf1ae89a5630b3894d1,Synergie,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Ancarano, Teramo
",Finance Planning & Data Analyst
137,a_948e3613c072c4071752ae0dd8d32d43,Page Personnel IT,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CATEGORIE PROTETTE - Sales Analyst Junior
138,a_5fa3740b95ae6b227f0f26b73b925b4d,Page Personnel IT,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CATEGORIE PROTETTE - Sales Analyst Junior
139,a_9db135ed83cb2f268d1e787f4d58d139,Michael Page,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Trento
",Sales Planner - Programmazione commerciale - Business analyst
140,a_4e5d13f407bf72c3607bf71f8b28edeb,Michael Page,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lodi
",Sap Analyst
141,a_a423faa01b700ee45f34330555fcd7eb,Page Personnel IT,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CATEGORIE PROTETTE - Marketing analyst
142,a_68fc0e836da75271db4ad586d7ed8747,Proxima Informatica,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Business Analyst Reporting Services Roma
143,a_c0e2e03f48efe648d5f1aca64921f37c,Openjobmetis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lodi
",Business Analyst
144,a_d125ea7312fb47c3a19c2494bc3315a5,Jobmetoo,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior credit analyst_Categoria protetta
145,a_61643c69635728967c7949f5b94df7f9,G&P Servizi Informatici,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Neolaureato Security Analyst
146,a_d7f5d1b4a6ed3992b54608970cfb64a5,ITCube Consulting srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Data analyst Sql
147,a_321ddd44fe05afedc1d83c8e420c4a46,JoConnect,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Functional Analyst Digital Rm
148,a_2ac539af8be8ccbe539255c723272565,Reliable Level,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Vimercate, Monza Brianza
",Sr. Analyst SAP MM
149,a_426eb44098a51b556466b74b0b12354e,G&P Servizi Informatici,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior Security Analyst
150,a_30aa797d8d9c639c3309123b1deb1f5b,CEVA Logistics,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Pavia
",OPERATIONAL ANALYST (STAGE)
151,a_1f494a08747fbf489e63c5474074d27f,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Terranuova Bracciolini, Arezzo
",Procurement & Logistics Analyst
152,a_c431d000f157f549343cc556f18310e3,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Terranuova Bracciolini, Arezzo
",Procurement and Logistics Analyst
153,a_4dd4c06540b799f3f1888ffec9483345,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CATEGORIE PROTETTE - Business Analyst
154,a_3bebda66b5156dac71bf554eb4e38ef4,BGP,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Data Analyst SAP BW/HANA
